-1.43819000,-1.47470000,0.90535400,-0.00909268,-0.00325881,-0.42454800
1.44999000,1.81253000,0.51958800,-0.01034720,0.00249641,-0.85435100
0.40007700,-0.05546890,0.99808800,-0.00706362,-0.00794998,0.06088890
-0.19218900,1.60085000,-0.07385190,0.00803847,-0.00696208,0.99721300
-1.45689000,1.18631000,0.75543500,-0.00073071,-0.01060920,0.65513700
-0.94652700,0.27868100,0.91476000,-0.00384624,-0.00993697,0.40385600
-1.64161000,0.01091600,0.84315000,-0.01039580,-0.00227279,-0.53757300
0.52180600,-1.28809000,0.70651200,0.00000806,-0.01063590,0.70762100
0.76733900,0.16979100,0.42076600,0.00365827,-0.01000720,0.90710700
-1.48555000,-0.58957700,0.86941000,-0.00280842,-0.01027100,0.49397600
-0.76498300,-0.55827100,0.32426300,0.00469211,-0.00956511,0.94590700
0.35985900,-0.38381500,0.99023200,-0.00642755,-0.00847152,0.13902300
1.26036000,-1.77914000,0.53791200,0.00202328,-0.00947625,0.84294500
-1.34817000,1.64217000,0.98763600,-0.00627818,-0.00858399,0.15640500
-1.43385000,-1.71818000,-0.31188600,0.00950138,-0.00481796,0.95006000
1.63470000,0.78623200,0.33088000,0.00462420,-0.00959854,0.94361300
0.04635300,-0.37749000,0.80051000,-0.00148045,-0.01053050,0.59922600
1.80576000,-1.30213000,-0.11457900,0.00831124,-0.00663277,0.99335700
-0.61113000,-1.65586000,-0.21078100,0.00892579,-0.00579259,0.97747500
0.52879000,1.73068000,0.56720100,0.00189674,-0.01046680,0.82351100
-1.12394000,-0.52387100,0.96778300,-0.00541056,-0.00916880,0.25156100
0.08046690,-0.78949200,0.48233800,0.00294763,-0.01023370,0.87592000
0.70655200,1.13548000,-0.13239200,0.00842829,-0.00648377,0.99114000
0.47223700,-0.75358900,-0.29135900,0.00939221,-0.00502342,0.95655500
-1.06833000,-0.99697800,0.98573700,-0.00865801,-0.00617734,-0.16795800
-0.13084700,-1.62797000,0.73770900,-0.01062550,-0.00045560,-0.67503600
-1.80581000,-0.56996400,0.96579100,-0.00533829,-0.00921227,0.25910400
-0.54859700,0.78334600,0.27422200,0.00475217,-0.00842497,0.96161800
-0.71139600,-0.90419600,0.07866910,0.00692395,-0.00807114,0.99684400
-0.38632100,1.10241000,0.59318300,-0.01051940,0.00155972,-0.80499800
-0.56149800,-1.67753000,0.22252000,0.00568412,-0.00899702,0.97487000
1.01308000,0.13455800,0.81824500,-0.01048300,-0.00179919,-0.57477100
-0.38140100,-0.72645200,0.62744600,-0.01057580,0.00110585,-0.77858700
1.16507000,-1.49485000,0.73529000,-0.01062710,-0.00041878,-0.67766900
-1.41097000,-0.18269800,0.07335610,0.00696599,-0.00803511,0.99724900
-0.46727000,1.50421000,-0.35796300,0.00973062,-0.00434173,0.93367500
-0.21830100,-0.45307600,0.72254700,-0.01063340,-0.00022734,-0.69124000
-0.88575700,-1.59550000,0.60622700,-0.00961853,0.00123900,-0.79523200
-1.10634000,0.64722000,0.34296000,0.00449912,-0.00965839,0.93929000
1.56302000,0.00739251,0.87117700,-0.00254441,-0.00933368,0.49087400
1.09663000,-0.64329600,0.98725500,-0.00782602,-0.00573340,-0.15885200
-0.71020200,-1.28487000,0.98930500,-0.00583561,-0.00774810,0.14554100
-0.42357300,0.01475310,0.99551700,-0.00621253,-0.00743699,0.09408320
1.26292000,-0.01454030,0.99983000,-0.00694504,-0.00674276,-0.01568420
1.65206000,-0.98551600,0.35875800,0.00393809,-0.00881763,0.93338100
1.14616000,0.47237900,0.16684900,0.00567078,-0.00787106,0.98593500
-1.54480000,-1.14111000,0.94949200,-0.00861284,-0.00438177,-0.31364100
0.15658600,0.05689670,0.13135600,0.00594230,-0.00766373,0.99128800
0.22581600,1.09083000,0.99484900,-0.00616410,-0.00747894,0.10090500
0.28140200,1.42163000,-0.14563500,0.00774865,-0.00583490,0.98929100
0.24885400,-1.28480000,0.93711800,-0.00403694,-0.00877379,0.34887800
-0.82266700,-0.00812139,0.70423400,-0.00967930,0.00003654,-0.70990200
0.54258900,-1.54604000,0.47547500,0.00271249,-0.00928151,0.87967600
1.16858000,1.65239000,0.89962000,-0.00913934,-0.00313128,-0.43656700
-1.68473000,1.47878000,0.18505100,0.00552492,-0.00796999,0.98268100
1.60553000,-0.28830700,-0.34180500,0.00874205,-0.00410715,0.93972100
1.51715000,-0.49441300,0.51829000,0.00224209,-0.00942009,0.85515000
-1.75707000,0.84331400,0.27226500,0.00477012,-0.00841544,0.96217400
0.39502800,-0.07197790,0.52678700,-0.00944504,0.00214759,-0.84994200
1.67150000,1.59851000,0.95300900,-0.00448541,-0.00856192,0.30278900
0.36191600,-0.97117200,0.53813300,-0.00947685,0.00202081,-0.84280400
-0.69721100,-0.88103000,0.83806600,-0.00949650,-0.00193831,-0.54548200
-0.21327500,-0.94784300,-0.26918100,0.00840038,-0.00479832,0.96304100
-0.22934100,-0.42774700,0.99852900,-0.00649340,-0.00718351,0.05334970
-1.19930000,0.28100300,0.98727200,-0.00573423,-0.00782540,0.15874500
0.88229600,1.41679000,-0.00661370,0.00688691,-0.00680163,0.99993100
0.75454500,-1.53232000,0.52698000,0.00214544,-0.00944559,0.84982200
0.11439600,-1.69528000,0.97170700,-0.00509494,-0.00823525,0.23598900
-1.75729000,-1.34369000,0.25696900,0.00490891,-0.00834028,0.96637100
-0.43918300,0.27633700,0.93050500,-0.00386352,-0.00885004,0.36615200
-1.60528000,0.37284300,0.92848300,-0.00381183,-0.00887218,0.37125000
1.12059000,-1.18285000,0.97572700,-0.00524375,-0.00814733,0.21877600
-0.43569500,-1.23505000,0.97666500,-0.00812549,-0.00527975,-0.21454900
-0.75873300,-0.21456400,0.42352700,0.00326960,-0.00908866,0.90583200
0.79097000,-1.55034000,0.60799400,0.00121805,-0.00962083,0.79388200
1.67376000,0.41809400,0.85596400,-0.00225701,-0.00941606,0.51694500
1.38279000,0.53880000,0.61894500,-0.00963388,0.00108770,-0.78537500
1.12375000,-0.34070300,0.96990800,-0.00827200,-0.00503088,-0.24327900
1.26473000,0.03422470,0.99279800,-0.00603045,-0.00759177,0.11941000
1.77649000,1.05737000,0.85683800,-0.00941169,-0.00227308,-0.51549600
0.77728900,-1.80685000,0.03464860,0.00661826,-0.00706562,0.99935300
1.30229000,-0.90484500,0.99763900,-0.00727511,-0.00639403,-0.06798290
1.24742000,1.40859000,-0.02686170,0.00701624,-0.00666961,0.99959200
0.03446230,-1.04376000,0.95957100,-0.00845929,-0.00468690,-0.28130100
0.43553300,0.46185200,0.88914700,-0.00290682,-0.00921767,0.45752100
-1.32392000,-1.12966000,0.51255300,0.00230567,-0.00940274,0.85860100
1.81985000,-0.68620500,0.99979600,-0.00672957,-0.00695796,0.01770730
1.72863000,-1.66076000,0.94358400,-0.00869296,-0.00421353,-0.33099200
1.06327000,-0.67524900,0.89973600,-0.00313384,-0.00913842,0.43632700
0.97106000,0.99209700,0.37490700,0.00377460,-0.00888796,0.92701200
-1.73461000,-0.81447800,0.92834300,-0.00887369,-0.00380828,-0.37159900
0.43498000,-1.77302000,-0.15966200,0.00783072,-0.00572712,0.98712400
-1.55587000,0.93105700,0.80149300,-0.00960704,-0.00133708,-0.59792600
0.81417000,1.69339000,0.76817400,-0.00083246,-0.00965390,0.64016800
0.82835200,0.72279600,0.61712800,-0.00963185,0.00110939,-0.78680300
-1.80062000,-1.12861000,0.57233200,-0.00956106,0.00163417,-0.81996500
0.34229600,-1.51642000,-0.32935100,0.00868546,-0.00422957,0.94415800
-1.76074000,-1.61041000,-0.16725400,0.00787329,-0.00566759,0.98586600
-1.65831000,-0.35202800,0.99987700,-0.00676478,-0.00692342,0.01230170
1.31262000,0.82855500,-0.49488000,0.00934684,-0.00250048,0.86890800
